NR;PLOEG;TYPE;Reeks 1;Reeks 2;Reeks 3;Reeks 4;Reeks 5;Reeks 6;Reeks 7;Reeks 8;Reeks 9;Reeks 10;Reeks 11;Reeks 12;TOT.
42;Green Onions;1;27;22;27;25;18;24;21;35;28;20;23;22;292
43;Michiels Crew;0;14;18;28;29;25;17;14;32;23;22;21;20;263
44;Rock Monsieur;1;28;25;37;28;38;27;25;45;27;26;28;27;361
45;K4;0;18;21;29;27;18;19;15;28;25;19;20;18;257
46;Testedoene;1;26;22;27;23;31;24;25;39;26;24;24;23;314
47;Pluttbugs;0;20;22;26;21;24;21;12;27;24;17;18;19;251
48;Cevisten;0;14;17;28;15;22;22;12;28;18;21;24;22;243
49;Tequila Overdrive;1;28;28;37;28;39;24;25;43;28;22;27;27;356
50;Flying Foxes;0;20;16;25;20;22;17;22;29;23;19;21;18;252
51;Op hoop van zegen;0;19;21;28;25;22;18;13;38;28;20;29;20;281
52;De Vierde Man;0;18;18;27;26;20;20;19;26;27;21;25;24;271
53;Never Gonna Quiz You Up;0;16;16;29;21;13;17;9;28;19;21;18;16;223
54;De Sexpistolets;0;13;10;26;27;16;11;7;30;22;18;16;18;214
55;No ID;1;29;23;38;24;30;25;26;30;27;24;25;25;326
56;METEA;0;21;19;31;20;31;21;18;30;18;17;17;19;262
57;Quizzers In Crime;0;25;23;30;26;31;26;17;41;27;24;24;24;318
58;Pol Van Mietsies Giete;0;19;20;24;26;26;20;24;37;24;20;25;21;286
59;King Quizard and the Quizard Quizard;0;22;19;21;27;20;19;17;33;25;15;20;21;259
60;De plankierkaarters;0;21;23;34;23;32;24;22;36;26;25;24;23;313
61;The Silver Foxes;0;18;11;21;10;8;21;12;27;17;11;14;13;183
62;The Oldies;0;9;8;20;14;9;18;10;21;20;16;8;13;166
63;The Pimped Shrimps;0;23;18;33;21;29;23;24;32;24;23;26;22;298
64;Fed With the Papspoon;1;28;29;39;28;37;27;23;43;26;27;30;29;366
65;Tennessee Quiskey;0;15;18;25;18;15;16;15;21;28;19;21;20;231
66;Schnippel Schnappel;0;11;18;29;21;11;17;12;26;26;19;19;18;227
67;Qwisted;0;18;11;28;17;17;18;16;26;11;11;13;17;203
